AnnoNo	AnnoDate	AnnoTitle	AnnoContent	SiteId	County	IsSoil	IsGw
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10945	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10940	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10939	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10938	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10937	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10936	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10908	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10887	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10847	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10806	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10805	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10804	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10798	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10796	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10795	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10745	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10658	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10657	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10595	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10592	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10566	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10545	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10515	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10489	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10486	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10484	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10457	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10448	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10377	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10376	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10375	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10341	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10327	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10324	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10211	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10210	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H00155	桃園市	1	0
府環水字第1040342574號	2016/1/5	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段埔心小段35-5地號等127筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11115	桃園市	1	0
府環水字第1040323074號	2015/12/31	公告部分解除本市大園區埔心段三塊厝小段257-1地號等21筆土地所為土壤污染控制場址之管制及列管並一併修正該地號原公告土壤污染控制場址及土壤污染管制區之範圍及面積。	公告部分解除本是大園區埔心段斯塊厝小段257-1地號等21筆土地所為土壤污染控制場址之管制及列管並一併修正該地號原公告土壤污染控制場址及土壤汙染管制區之範圍及面積。	H12846	桃園市	1	0
府環水字第1040323074號	2015/12/31	公告部分解除本市大園區埔心段三塊厝小段257-1地號等21筆土地所為土壤污染控制場址之管制及列管並一併修正該地號原公告土壤污染控制場址及土壤污染管制區之範圍及面積。	公告部分解除本是大園區埔心段斯塊厝小段257-1地號等21筆土地所為土壤污染控制場址之管制及列管並一併修正該地號原公告土壤污染控制場址及土壤汙染管制區之範圍及面積。	H10672	桃園市	1	0
府環水字第1040313392號	2015/12/30	公告本市平鎮區鎮興段914地號、907(部分坵塊)地號等2筆土地為土壤污染控制場址及土壤污染管制區。	桃園市平鎮區鎮興段914地號、907(部分坵塊)地號等2筆(一)禁止置放污染物於土壤。(二)禁止注入廢(污)水於地下水體。(三)禁止排放廢(污)水於土壤。(四)土壤污染管制區內，禁止下列土地利用行為，並得限制人員進入，但經中央主管機關同意者，不在此限:1、環境影響評估法規定之開發行為。2、新建、增建、改建、修建或拆除非因污染控制計畫、污染整治計畫或其他污染改計畫需要之建築物或設施。3、其他經中央主管機關指定營響居民健康及生活環境之土地利用行為。(五)禁止在污染管制區內種植食用農作物、畜養家禽、家畜及養殖或採捕食用水產物、植物。(六)於土壤、地下水污染管制區內從事土壤挖除、回填、暫存、運輸或地下水抽 出等工作者，應檢具清理或污染防治計畫書，報請直轄市、縣(市)主管機關核定後，始得實施。	H13360	桃園市	1	1
府環水字第10403133921號	2015/12/30	公告本市平鎮區鎮興段907(部分坵塊)地號土地為土壤污染控制場址及土壤污染管制區。	桃園市平鎮區鎮興段907(部分坵塊)	H13361	桃園市	1	0
府授環水字第10402331234號	2015/12/28	公告解除嘉義縣義竹鄉五間厝段祥和小段202、203地號土地土壤污染管制區。	本府於原公告103年9月11日府授環水字第10301634103號公告嘉義縣義竹鄉五間厝段祥和小段202、203地號土地為土壤污染管制區，經本府104年11月12日進行驗證後，土壤污染物鋅已低於食用作物農地之管制標準值，故予以解除管制區列管及相關管制事項。	Q10533	嘉義縣	1	0
府授環水字第10402331234號	2015/12/28	公告解除嘉義縣義竹鄉五間厝段祥和小段202、203地號土地土壤污染管制區。		Q10478	嘉義縣	0	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11205	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11094	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11080	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11079	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H11070	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10926	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10925	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10909	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10893	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10891	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10854	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10851	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10837	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10836	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10835	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10803	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10800	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10789	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10774	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10746	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10740	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10720	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10695	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10576	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10501	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10430	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10424	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10421	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10415	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10412	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10353	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H00190	桃園市	1	0
府環水字第1040314696號	2015/12/25	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	公告解除本市大園區埔心段三塊厝小段7-2地號等33筆土地所為土壤污染控制場址之管制及列管與土壤污染管制區之劃定。	H10530	桃園市	1	0
府環水字第1040052393B號	2015/12/22	公告本縣竹南鎮廣源段1575地號為地下水受污染使用限制地區。(原104年6月3日府環水字第1040022421B號公告，自即日起隨函廢止)		K10141	苗栗縣	0	0
府授環水字第1040421964	2015/12/21	主旨：公告解除本縣福興鄉沿海路3段213號（福興鄉元興段1541-0005地號）土壤污染控制場址暨土壤污染管制區之管制。		N10546	彰化縣	0	0
府環水字第1040307615號	2015/12/15	公告本市八德區中華段1369地號為土壤污染控制場址及土壤污染管制區。	公告本市八德區中華段1369地號為土壤污染控制場址及土壤污染管制區。	H13342	桃園市	1	0
府授環水字第1040415268號	2015/12/10	公告解除列管本縣埔心鄉二重段0527-0000地號為土壤污染控制場址及土壤污染管制區。(普雄工業股份有限公司執行「彰化縣埔心鄉二重段527地號土壤污染控制計畫書(定稿本)」，已將污染改善符合食用作物土壤污染監測標準並提出污染改善完成報告，業經本府「土壤及地下水污染場址改善推動小組」審查通過及本縣環境保護局採樣驗證確認)。		N10643	彰化縣	0	0
府授環水字第1040411893號	2015/12/10	公告本縣和美鎮5筆、鹿港鎮15筆、彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址，並劃定為土壤污染管制區，即日起管制區內之土地或人為活動予以管制或限制。	公告本縣和美鎮5筆鹿港鎮15筆彰化市9筆及線西鄉1筆地號共計30筆地號為土染污染控制場址	N12391	彰化縣	1	0
府授環水字第1040411893號	2015/12/10	公告本縣和美鎮5筆、鹿港鎮15筆、彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址，並劃定為土壤污染管制區，即日起管制區內之土地或人為活動予以管制或限制。	公告本縣和美鎮5筆鹿港鎮15筆彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址，並劃定為土壤汙染管制區，即日起管制區內之土地使用或人為活動予以管制或限制。	N11309	彰化縣	1	0
府授環水字第1040411893號	2015/12/10	公告本縣和美鎮5筆、鹿港鎮15筆、彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址，並劃定為土壤污染管制區，即日起管制區內之土地或人為活動予以管制或限制。	公告本縣和美鎮5筆、鹿港鎮15筆、彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址。	N12427	彰化縣	1	0
府授環水字第1040411893號	2015/12/10	公告本縣和美鎮5筆、鹿港鎮15筆、彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址，並劃定為土壤污染管制區，即日起管制區內之土地或人為活動予以管制或限制。	公告本縣和美鎮5筆、鹿港鎮15筆、彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址。	N12426	彰化縣	1	0
府授環水字第1040411893號	2015/12/10	公告本縣和美鎮5筆、鹿港鎮15筆、彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址，並劃定為土壤污染管制區，即日起管制區內之土地或人為活動予以管制或限制。	公告本縣和美鎮5筆、鹿港鎮15筆、彰化市9筆及線西鄉1筆地號，共計30筆地號為土壤污染控制場址。	N12425	彰化縣	1	0
